,Unnamed: 0,Number,P_Name,Desc,locality,District,Zone,Contact_No,Opening_Time,Popular_for,Category,Latitude,Longitude,Img_Path,Charge
62,62,63,Piano B,"
Hand made pasta, ravioli, cannelloni, lasagne, pizza and wide selection of imported cold cuts and selected cheeses from Nepal. Prosecco, champagne, spritz...all 100 % Italian!
","Bhani Mandal, Ekantakuna","Patan (Lalitpur), ",   Bagmati Zone,+977 1-5000641,12:00 PM - 10:00 PM,"Italian, Vegan Options","Restaurant,Wine Bar Details",27.66989,85.3092,Piano B.jpg,NPRÂ 775
63,63,64,Cafe Swotha,"
CafÃ© Swotha is the restaurant of our now famous Boutique guest-house ""Traditional Homes- Swotha"". A quiet and peaceful oasis in the heart of historical Patan, just behind Durbar Square.Fresh and organic food from the daily market, small fixed menu and revolving blackboard menu where our Chef flexes his creative muscles. CafÃ© Swotha welcomes you for All-day breakfasts, lunch, tea break (try the most famous cheese cake in town!), and dinner. From 7am to 9pm- Free WIFI
",Narayan Temple,"Patan (Lalitpur) 44700, ",   Bagmati Zone,+977 1-5551184,12:00 PM - 10:00 PM," Nepali, International","Restaurant,Cafe Details",27.675277,85.32597,Cafe Swotha.jpg,"NPRÂ 443 -
NPRÂ 2,214"
64,64,65,chez caroline,"
",Tanka Prasad Ghumti Road,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4263070,9:00 AM - 11:00 PM,"French, European, Vegan Options",Restaurant Details,27.694484,85.322662,chez caroline.jpg,"NPRÂ 2,214 -
NPRÂ 6,642"
65,65,66,Dwarika's Hotel,"
",Pashupatinath,"Kathmandu 44600, ",   Bagmati Zone,+977 984-1661708,9:00 AM - 11:00 PM,"Asian, Nepali, Vegetarian Friendly",Restaurant Details,27.70513,85.342262,Dwarika's Hotel.jpg,"NPRÂ 2,214 -
NPRÂ 6,642"
66,66,67,Taza,"
",Pulchowk,"Patan (Lalitpur), ",   Bagmati Zone,+977 986-0960177,11:00 AM - 8:30 PM,"Fast Food, Mediterranean, Middle Eastern","Restaurant,Fast Food ,Hotel Details",27.681521,85.317594,Taza.jpg,NPRÂ 221
67,67,68,Blueberry Kitchen & Coffee Shop,"
Blueberry Kitchen & Coffee Shop has been established by an experienced team of professionals in the Food and Hospitality Industry. We ensure quality in both our food and service.
","Chhetrapati, Thamel","Kathmandu 44600, ",   Bagmati Zone,+977 1-4216959,7:00 AM - 10:00 PM,"Italian, International, European",Restaurant Details,27.712541,85.308724,Blueberry Kitchen & Coffee Shop.jpg,"NPRÂ 221 -
NPRÂ 2,214"
68,68,69,Fusion Himalaya Restaurant,"
On the first floor of â€œFusion Himalaya "" You will find a cozy restaurant with classic interior, dominant with calm and warm colors. The restaurant could serve up to 20 persons at the same time. We are ready to arrange you an unforgettable celebration, restaurant staff will take care about all the small details. Food will taste healthy and tasty at same time . -Fusion Himalaya and Team
",Paknajol Marg,"Kathmandu 44600, ",   Bagmati Zone,+977 984-0444524,8:00 AM - 10:00 PM,"Indian, Asian","Restaurant,Cafe Details",27.715836,85.308675,Fusion Himalaya Restaurant.jpg,"NPRÂ 221 -
NPRÂ 443"
69,69,70,Forest and Plate,"
We serve you the best locally sourced fresh herbs and organic leaves right into the heart of Thamel, Kathmandu. Welcome to the Forest and Plate. Organic Salad, Organic Coffee, Free Wifi, Rooftop view with Stupa, Cocktails and full Bar option, Waitstaff, Live Kitchen.
",Mandala Street,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4701161,11:00 AM - 10:00 PM,"European, Asian, Nepali",Restaurant Details,27.715105,85.310972,Forest and Plate.jpg,"NPRÂ 443 -
NPRÂ 775"
70,70,71,Thamel Doner Kebab,"
Our main food are kebab and falafel. We are using the fresh organic green vegetables in our wraps. We are specialized in preparing the hummus, tahini, garlic sauce, salsa and chimichuri sauce, which we make our-self with a great passion and dedication. The bread used for the wrap is prepared in our own kitchen which you will love for its softness and taste.
",Chaksibari Marg,"Kathmandu 44600, ",   Bagmati Zone,+977 984-1411215,12:00 PM - 9:30 PM,"Fast Food, Mediterranean, Middle Eastern","Restaurant,Fast Food Details",27.717439,85.310252,Thamel Doner Kebab.jpg,NPRÂ 332
71,71,72,Melrose Restaurant & Bar,"
Our casual dining with lush greenery is tucked away in a beautiful courtyard garden, the kind of alfresco outdoor dining, away from the bustle of the streets of Thamel..From a healthy or hearty breakfast, to a light or luscious lunch, or a simply divine dinner, you can enjoy a range of tasty & nutritious meals throughout the day. Menu features diverse flavors with great value & portions.
",350 Amrit Marg,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4258861,8:00 AM - 11:00 PM," International, European","Restaurant,Bar ",27.71348,85.312512,Melrose Restaurant & Bar.jpg,NPRÂ 332
72,72,73,Kathmandu Steak House Restaurant,"
Kathmandu Steak House lies in the centre hub of the thamel.
","Chaksibari Marg, Thamel","Kathmandu 44600, ",   Bagmati Zone,+977 1-4264946,12:00 PM - 10:00 PM,"Steakhouse, European, Nepali",Restaurant,27.713494,85.310301,Kathmandu Steak House Restaurant.jpg,"NPRÂ 332 -
NPRÂ 2,768"
73,73,74,Rosemary Kitchen & Coffee Shop,"
NAMASTE- welcome to the place of excellence! ""Food for the body is not enough. There must be food for the soul."" -Dorothy Day Rosemary Kitchen does not have a long history back, but the humble appreciation of satisfied clients so far makes it a Legend! It has been two year that Rosemary Kitchen was open to serve the public. Since then, it has been serving the food for soul and accumulated great client base of internal and external tourists who come to visit the Himalayan Kingdom of Nepal.
",Thamel Marga,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4267554,7:30 AM - 10:00 PM,"Indian, European, Asian",Restaurant,27.712401,85.311416,Rosemary Kitchen & Coffee Shop.jpg,"NPRÂ 332 -
NPRÂ 2,768"
74,74,75,Mitho Restaurant,"
Mitho is a small cozy cafe-restaurant in Thamel, Kathmandu, near Chhetrapati Chowk with its famous Bodhi Tree. For more than 15 years Mitho has been known for its affordable, tasty food and its relaxing, homely athmosphere. We specialize in authentic & modern Nepali, Indian food, as well as delicious specialties from other countries (world food). Visit us for breakfast, lunch, dinner or just for a relaxing time with good drinks... Coffee, tea, smoothies, yoghurts, sandwiches, dal bhat, curries, masalas, tandooris, salads Buddha bowls, tagines, steaks, pizzas...
",243 JP Road,"Kathmandu 44600, ",   Bagmati Zone,+977 984-1219339,7:00 AM - 10:00 PM,"Nepali, Vegan Options, Vegetarian Friendly",Restaurant,27.71141,85.308783,Mitho Restaurant.jpg,NPRÂ 664
75,75,76,French Bakery kathmandu,"
Not just a typical Bakery. A European fusion of best food, great coffee and cakes in town.
",Paknajol Chetrapati,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4251998,7:00 AM - 9:00 PM,"Australian, French, European",Restaurant ,27.712736,85.308687,French Bakery kathmandu.jpg,"NPRÂ 1,107"
76,76,77,Krishnarpan Restaurant,"
",Pashupatinath,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4470770,7:00 AM - 9:00 PM,"Asian, Nepali, Vegetarian Friendly",Restaurant ,27.71062,85.348581,Krishnarpan Restaurant.jpg,"NPRÂ 1,107"
77,77,78,Mahaaja,"
","Mahaaja, Thaitiy, Thamel","Kathmandu 44600, ",   Bagmati Zone,+977 981-3603972,7:00 AM - 9:00 PM,"Japanese, Asian, Nepali",Restaurant,27.710488,85.31134,Mahaaja.jpg,"NPRÂ 1,107"
78,78,79,Sarangi Vegetarian Restaurant,"
A social business that's contemporary in design, we serve high quality, vegetarian and vegan dishes. We welcome guests with good hearts that care about Nepal, its people and the environment. We have aquaponic garden on the rooftop growing organic veggies on site. Conveniently located right next door to the Kathmandu Guest House in the heart of Thamel, our restaurant is situated off the main street in the Shiva complex. We are at the back of the courtyard on the upper floors. This quiet location allows you to enjoy our delicious food, in a peaceful and spacious environment. We're proud to be 100% social business meaning all of our profits go toward empowering and assisting the Gandharba people in Nepal who rank lowest amongst the castes. Our experienced local chefs offer unique dishes that will WOW your taste buds and the presentation is simply divine! It will be easy to spend your morning, afternoon or evening with us as we offer a variety of settings and seating arrangements including a peaceful terrace for lounging which includes a cinema. As well, we're equipped with exceptionally fast WIFI for your convenience. We invite you to visit us and indulge in our amazing one-of-a-kind dishes, local music and feel satisfied knowing you just made a difference in anothers life.
",Thamel -29,"Kathmandu Kathmandu, ",   Bagmati Zone,+977 981-3992602,12:00 PM - 11:00 PM,"Indian, Fusion, Vegan Options",Restaurant ,27.715264,85.309962,Sarangi Vegetarian Restaurant.jpg,"NPRÂ 221 -
NPRÂ 664"
79,79,80,Western Tandoori,"
","Amrit Marg, North of trivedi Marg, Thamel","Kathmandu 44600, ",   Central Region,#NAME?,12:00 PM - 11:00 PM,"Indian, Asian, Nepali",Restaurant ,27.71532,85.312773,Western Tandoori.jpg,"NPRÂ 221 -
NPRÂ 664"
80,80,81,The Inn Cafe,"
Welcome to The Inn Patan (officially, Traditional Inn) -- an exemplary artistic innovation, recently transformed from century-old traditional Newari houses (built of brick and timber) into a beautiful heritage hotel by conservation architect Rohit Ranjitkar. Truly a boutique hotel, The Inn Patan offers 10 individually designed and meticulously crafted rooms and a private courtyard, all in a remarkably historic configuration. Situated very close to Patan Durbar Square, a UNESCO World Heritage Site (within a walking distance of 2-3 minutes), The Inn Patan provides an unique opportunity to experience local lifestyle, culture and incredible architecture. Come stay with us and take away an amazing experience of living in Patan, the City of Fine Arts.
",11 Swotha,"Patan (Lalitpur) 44700, ",   Bagmati Zone,+977 1-5547834,6:00 AM - 11:00 PM,"International, Asian, Nepali",Restaurant ,27.674392,85.325725,The Inn Cafe.jpg,"NPRÂ 775 -
NPRÂ 1,550"
81,81,82,Fusion Kitchen Restaurant,"
The 'Fusion Kitchen Restaurant ' is located at the chussia Galli and next to Hotel Holy Himalaya . Our focus will be on quality. Quality of food, quality of service and quality of hospitality, We will serve Nepali, Continental , Chinese, Indian and Italian Food with real taste on reasonable cost .
",29 Thamel,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4250614,6:00 AM - 11:00 PM,"Indian, Asian, Nepali",Restaurant ,27.712948,85.312699,Fusion Kitchen Restaurant.jpg,NPRÂ 664
82,82,83,Nirvana Cafe & Restaurant,"
nirvana flavor cafe n restro after earthquiek restar new place bijeshwori ktm we are misplace swoyambhu stupa old nirvana cafe shift downtown bijeshwori close to retreat appartment way to thamel plese hearty welcome Family Restro envieroment really close to the monkey temple, we are enjoy rooftop terrace From international cuisine [nepalese, Indian, chinese, Italian, continentel, korean ramen] meal or a coffee from a nepalese Himalayan arabica Organic Coffee,nepalese beer, nepalese wine,fresh juice,cake,ice cream with marvelous views to the city of Kathmandu.we can see swoyambhu stupa buddha eye,Nagargun royel palace, langtang peak,jhamacwo hill shivapuri nationnalpark,kapan hill,everest region,
",Bijeswori Way To Swoyambhu Stupa Shift Afte Rearthquiek,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4276031,7:30 AM - 9:30 PM, Asian,"Restaurant,Bar, Cafe ",45.517042,-122.660418,Nirvana Cafe & Restaurant.jpg,NPRÂ 664
83,83,84,Places Restaurant & Bar,"
Places - or Thau (à¤ à¤¾à¤‰à¤) - is a cosy vegetarian restaurant quietly situated on Seven Corners, a side-street of the busy Thamel area. Whether you come in groups to hangout or alone to work on your travel photos, Places offers a relaxed environment. Places is run by Pradip and Sanjay.
",Saath Ghumti Marga,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4700413,9:00 AM - 11:00 PM," Asian, Nepali","Restaurant,Bar",27.715843,85.309555,Places Restaurant & Bar.jpg,"NPRÂ 1,661 -
NPRÂ 3,321"
84,84,85,Western Kitchen,"
Western kitchen is always focous for quality & hygine food, friendly service with reasonable price, open kitchen, the guest can see how we are preparing their food.
",Chhetrapati,"Kathmandu 44600, ",   Bagmati Zone,+977 985-1195357,7:00 AM - 10:00 PM,"Italian, American, European",Restaurant ,27.711247,85.308775,Western Kitchen.jpg,"NPRÂ 332 -
NPRÂ 1,661"
85,85,86,The Ship Restaurant Bar and Lounge,"
When the sun shines, which is often in Kathmandu, our delicious food can be served to our rooftop garden, on our upper decks and our main promenade. This provides a more casual approach to the Ship's dining experience and there are spaces for over 60 diners to enjoy the Kathmandu sunshine. Our main restaurant rooms provide comfort for all our guests in well spaced and uncluttered tables. Our menu has been designed so that all food can be prepared from fresh and delivered to the table within 30 minutes of ordering. All foods whenever possible are organically produced from local sources and will be served by young, enthusiastic and motivated people. Most are students taking their diplomas at a local Hotel Management college and it is the founders aim to help the education of the young.The Ship will assist in this education and will help promote the empowerment of women by providing a vehicle for on the job training and learning as well as providing in house development. Our emphasis will be on quality. Quality of food, quality of service and quality of surroundings, this emphasis will not be compromised. We believe that dining at 'The Ship' will be an unforgettable experience unrivalled in Kathmandu and we look forward to pushing the culinary boundaries of the dining culture within Nepal.
",Amrit Marg,"Kathmandu 0977, ",   Bagmati Zone,+977 1-4412561,9:00 AM - 10:00 PM,"Indian,  European","Restaurant,Bar ",27.717065,85.313,The Ship Restaurant Bar and Lounge.jpg,"NPRÂ 332 -
NPRÂ 1,993"
86,86,87,Pilgrims 24 Restaurant & Bar,"
Pilgrims 24 Restaurant (Formerly Pilgrims feed 'N' read) Pilgrims 24 is Kathmandu's favourite restaurant. (Formally Pilgrims feed 'N' read) Restaurant. Since opening in 2013, our aim has been simple - to welcome everyone with satisfying, delicious food which is also very good for you! All dishes are prepared to order by Baba Pilgrim and his kitchen using fresh natural ingredients, and techniques which preserve taste and nutritional value. This level of personal attention means that if you have a special request or particular dietary requirements we can make something just for you. Our food is low-fat, low-salt, non-GM and organic where possible. Some dishes we never deep-fry or microwave. A visit to Pilgrims 24 is a unique dining experience. We look forward to welcoming you! Never End Peace And Love.
","Kwabahal, Thamel Area","Kathmandu 44600, ",   Bagmati Zone,+977 984-1235020,9:00 AM - 11:00 PM,"Asian, Nepali, Indian",Restaurant,27.711784,85.311177,Pilgrims 24 Restaurant & Bar.jpg,"NPRÂ 332 -
NPRÂ 1,993"
87,87,88,Green Organic Cafe and Farmers Bar,"
Welcome to GREEN ORGANIC CAFE AND FARMERS BAR. This cafe has its own farms in three different locations;from where the vegetables, grains, dairy, fruits are produced and delivered. The restaurant is three storied with garden terrace, hi-speed free wi-fi, bar, natural decorated, clean rest room separate for female. Freshly prepared Soup and Salad are No. 1 here. Veg. and non-veg. both are welcome. Location is just opposite of Road house cafe, Thamel.
",Thamel,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4215726,9:00 AM - 11:00 PM,"Nepali, International","Restaurant,Cafe ",27.71436,85.310166,Green Organic Cafe and Farmers Bar.jpg,"NPRÂ 664 -
NPRÂ 996"
88,88,89,Hello Kitty Restaurant,"
Hello Kitty Restaurant is located at central city heart of Thamel Kathmandu. For the finest Chinese, Thai and Nepal food.
",Thamel Road,"Kathmandu 44600, ",   Bagmati Zone,+977 985-1017030,6:30 AM - 10:00 PM,"Chinese, Indian, Asian",Restaurant ,27.717301,85.312297,Hello Kitty Restaurant.jpg,NPRÂ 996
89,89,90,Revolution Cafe & Restaurant,"
Revolution Cafe is your home away from home when visiting Kathmandu. We're known for cheap eats, friendly faces, and our galactic menu of options for all. The Cafe is open early and closes late 7 days a week so we'll always be open for Breakfast, Lunch, Dinner or a late snack. We even deliver to businesses and hotels throughout Thamel! We love what we do and that has made us a favorite among locals and tourists alike. Come on by... We would love to have you!!! P.S. Free Wifi
","Amrit Marg, Thamel","Kathmandu 44600, ",   Bagmati Zone,+977 1-4433630,7:00 AM - 10:00 PM, European,"Restaurant,Bar, Cafe ",27.715141,85.312515,Revolution Cafe & Restaurant.jpg,NPRÂ 554
90,90,91,Frens Kitchen Restaurant,"
Welcome to Fren's Kitchen Restaurnat .Frens kitchen is a newely open restaurant where you can enjoyed with typical nepali ,Indian,Chinese ,Contential and Italian Cuisines.We have open kitchen where you easily can see the kitchen from dinning hall.Restaurant is situated in the prime location of Thamel where you can easily access main attraction of Kathmandu. Fren's Kitchen run with the Sprits of
",Jyatha Galli,"Kathmandu 44600, ",   Bagmati Zone,+977 980-3439913,7:00 AM - 10:00 PM,"Indian, Asian, Nepali",Restaurant ,27.711519,85.312642,Frens Kitchen Restaurant.jpg,NPRÂ 554
91,91,92,Black Olives Cafe and Bar,"
",,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4700956,7:00 AM - 11:00 PM," Asian, Nepali","Restaurant,Cafe ",27.717168,85.310128,Black Olives Cafe and Bar.jpg,NPRÂ 554
92,92,93,Gaia Restaurant & Coffee Shop,"
Opened every day from 7am to 9:30pm Gaia Restaurant & Coffee Shop is specialized in Eurasian cuisine. We offer various breakfast sets and a large choice for your lunch or dinner. Besides that, we offer fresh, organic coffee and various teas, salads and cakes. AndGaia Holiday Home Gaia Holiday Home is a simple, comfortable, reliable and safe place to stay in Dhulikhel. It gives you an opportunity to be stress-free and relax from the hustle and bustle of the city. Settle yourself back into nature and its surrounding.
",Kathmandu Nepal,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4261633,7:00 AM - 9:30 PM,"Indian, International","Restaurant,Café",27.713289,85.312888,Gaia Restaurant & Coffee Shop.jpg,NPRÂ 885
93,93,94,B.K.'s Place,"
",Thamel Rd,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4700502,7:00 AM - 9:30 PM,"Fast Food, Vegetarian Friendly","Restaurant,Fast Food ",27.7166,85.310528,B.K.'s Place.jpg,NPRÂ 885
94,94,95,Purple Haze - Rock Bar,"
",Thamel,"Kathmandu 44600, ",   Bagmati Zone,+977 980-3719781,7:00 AM - 9:30 PM," Nepali, Pub","Restaurant,Bar,Pub  ",27.714794,85.310526,Purple Haze - Rock Bar.jpg,NPRÂ 885
95,95,96,Utse Restaurant,"
",Thamel,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4257614,7:00 AM - 9:30 PM,"Asian, Soups, Tibetan",Restaurant ,27.712225,85.312303,Utse Restaurant.jpg,NPRÂ 885
96,96,97,Paleti Bhanchha Ghar Restaurant & Bar,"
Looking to spend some quality time with your family, friends and beloved ones with the taste of typical nepali foods. Come join us for a nice relaxing with typical nepali style sit ""Paleti"".Come visit us for:Nepali Thali Set, Nepali Faper/Kodo Dhedo Set, Nepali Faper/Kodo Roti Set, Trout Fish, Nepali Khaja Set, and many more with mouth watering foods........J.P Marg, Thamel, Kathmandu
",J.P. Road,"Kathmandu 49100, ",   Bagmati Zone,+977 1-4212911,10:00 AM - 10:00 PM,"Asian, Tibetan, Nepali",Restaurant ,27.711973,85.309896,Paleti Bhanchha Ghar Restaurant & Bar.jpg,NPRÂ 885
97,97,98,The Cafe With No Name,"
Best organic coffee, loose leaf and fruit teas, wine, craft beer, ale/IPA, organic salads, open sandwiches, paninis, amazing cakes and snacks. Live music and open mic nights. All profits are going towards Our Sansar, a charity supporting street children in Nepal.
",Thamel,"Kathmandu 44600, ",   Bagmati Zone,+977 981-0226449,9:30 AM - 11:00 PM,"European, Contemporary, Vegetarian Friendly",Restaurant,27.714879,85.310522,The Cafe With No Name.jpg,"NPRÂ 221 -
NPRÂ 443"
98,98,99,Fire and Ice Pizzeria,"
",219 Sanchaya Kosh Bhawan,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4250210,8:00 AM - 10:30 PM,"Mediterranean, Vegetarian Friendly, Vegan Options",Restaurant ,27.713857,85.313552,Fire and Ice Pizzeria.jpg,"NPRÂ 221 -
NPRÂ 1,107"
99,99,100,Roadhouse Cafe Thamel,"
",Thamel,"Kathmandu 9315, ",   Bagmati Zone,+977 1-4262768,11:00 AM - 10:00 PM,"Italian, Pizza","Restaurant, Cafe ",27.714228,85.310415,Roadhouse Cafe Thamel.jpg,"NPRÂ 221 -
NPRÂ 1,107"
100,100,101,Krishnarpan Restaurant,"
",Pashupatinath,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4470770,11:00 AM - 10:00 PM,"Asian, Nepali, Vegetarian Friendly",Restaurant ,27.71062,85.348581,Krishnarpan Restaurant.jpg,"NPRÂ 221 -
NPRÂ 1,107"
101,101,102,The Old House,"
Experience The Old House's concept of ""authentic charm with a contemporary touch,"" though our gastronomic Nepali-French Fusion menu; upbeat, yet refined service; and traditional, yet sleek and modern atmosphere.
",Durbar Marg,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4250931,9:00 AM - 11:00 PM,"European, Fusion, Vegetarian Friendly",Restaurant ,27.710963,85.317826,The Old House.jpg,"NPRÂ 332 -
NPRÂ 3,210"
102,102,103,Garden of Dreams - Cafe,"
","Kaiser Mahal, Tridevi Marg","Kathmandu 44600, ",   Bagmati Zone,+977 1-4425340,9:00 AM - 10:00 PM," European, Vegetarian Friendly","Restaurant,Cafe ",27.714157,85.314534,Garden of Dreams - Cafe.jpg,"NPRÂ 332 -
NPRÂ 3,210"
103,103,104,Nina's,"
",Maharajgunj Rd,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4720358,11:00 AM - 8:00 PM,"American, Vegetarian Friendly, Vegan Options",Restaurant,27.736682,85.334578,Nina's.jpg,"NPRÂ 332 -
NPRÂ 3,210"
104,104,105,Electric Pagoda Bar/Cafe,"
",Saath Ghumti,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4700123,11:00 AM - 8:00 PM," Asian, Nepali","Restaurant,Bar",27.715625,85.309599,Electric Pagoda Bar/Cafe.jpg,"NPRÂ 332 -
NPRÂ 3,210"
105,105,106,Thamel Momo Hut,"
Namaste-Welcome to the""Thamel Momo Hut"" The place is an international standard hygienic fast-food chain with it's frist outlate ate tourist hub of Nepal,Narshing Chowk Thamel,Kathmandu with objective of serving more than 14 varieties of momos and many other Asian,Indian,Chinese and Continental food.In additional to momos we have Samosa,Lassi,Nepali chiya(Masala chaya)Coffee and Bhutanese Brown Rice with cheese and chilly. We have international menu with more than 200 incredibly delicious recipes.you can have breakfast in the evening,or dinner in the morning-only you decide what you eat,or when,or how much.you can take away any dish.The Momo Hut Restaurant welcomes you with traditional wooden interior and unique momo bar.you can also order food by the phone and free WIFI from 2 dedicated lines Electricity is always on.
","Chaksibari Marg -29, Thamel","Kathmandu 5801, ",   Bagmati Zone,+977 1-4259862,7:00 AM - 11:00 PM,"Asian, Nepali, International",Restaurant ,27.714371,85.31119,Thamel Momo Hut.jpg,NPRÂ 443
106,106,107,Thakali Kitchen,"
",Thamel,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4701910,10:00 AM - 10:00 PM,"Asian, Nepali, Vegan Options",Restaurant ,27.713282,85.311263,Thakali Kitchen.jpg,NPRÂ 443
107,107,108,Mezze by Roadhouse,"
MEZZE by Roadhouse is an inspiring restaurant/cafe, combining an industrial atmosphere with an excellent variety of world cuisine. The mission is to have not only a great food selection but set an international benchmark in the restaurant field in Nepal.
","Mercantile Plaza, Durbarmarg","Kathmandu 44600, ",   Bagmati Zone,+977 1-4223087,11:00 AM - 10:00 PM,"Italian, Pizza","Restaurant, Bar",27.712801,85.317408,Mezze by Roadhouse.jpg,NPRÂ 443
108,108,109,Thamel House Restaurant,"
",29 Thamel,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4410388,11:00 AM - 10:00 PM,"Asian, Nepali, Vegetarian Friendly",Restaurant ,27.716975,85.311882,Thamel House Restaurant.jpg,"NPRÂ 1,661"
109,109,110,Dechenling Beer House,"
",Thamel,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4412158,11:00 AM - 10:00 PM,"Asian, Tibetan, Nepali",Restaurant ,27.714782,85.313959,Dechenling Beer House.jpg,"NPRÂ 1,661"
110,110,111,The Kathmandu Kitchen,"
The Kathmandu kitchen is the traditional Nepalese finest Restaurant which is located in the heart of thamel,Kathmandu and served truly traditional authentic Nepalese,Chinese,Indian and Continental cuisine with Friendly and family atmosphere. The Kathmandu kitchen is an inspiring ethnic restaurant offering a unique dining experience.The mission of the restaurant is not only food trading but also to explore Nepalese tradition of food and hospitality through an inspirational menu with the combination of fresh and healthy Himalayan ingredients and local product.The restaurant has beautiful interior decoration with Nepalese style flooring,sofa set and normal table dining so every guest can enjoying with choice of dine in the restaurant come and explore our exciting menu prepared by 15 years work experience chef who that consists of delicious dishes flavored with bold himalayan spices from nepal and Tibet .Especially nepalese dumpling (MO MO )Dal Bhat set,Fried noodle (chawwmin),Thukpa,traditional snacks set(Khaja set) and many more Chinese,Indian and Continental cuisine made by Himalayan Fresh herbs and meat..
",Thamel Marg,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4413355,9:00 AM - 10:30 PM,"Nepali, Indian, International",Restaurant ,27.715471,85.311505,The Kathmandu Kitchen.jpg,"NPRÂ 554 -
NPRÂ 2,214"
111,111,112,Phat Kath,"
PHAT KATH (awesome kathmandu)indoor outdoor,board games,flavoured sishas,super fast wifi,happy hour on beers and cocktails 4pm-8pm(everyday),Dj nights,barbeque nights,great breakfast,lunch and dinner,CREPES AND GALETTE(gluten-free),best wines,visa card accepted,candle lights,buddha lounge,jungle lounge,rocks lane,rasta square,takeaway,friends,mocktails,best ICED TEAS,power back ups,cappucino,espresso,latte,greenery,information about-trekking,travels,day trips,rafting,mountain biking,city walking,sight seeing,ICE CREAM
","Thamel-29, Chaksibari Marg","Kathmandu 44600, ",   Bagmati Zone,+977 981-8933084,9:00 AM - 10:30 PM, Asian,"Restaurant,Bar, Cafe ",27.713938,85.310388,Phat Kath.jpg,NPRÂ 554
112,112,113,Grill Oregano Restaurant,"
Grill Oregano Restaurant offers fantastic organic and freshly prepared dishes with great variations in items. The organic and natural flavor of the dishes will certainly please you during your stay with us.
",Z Street,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4701880,9:00 AM - 10:30 PM,"Asian, Soups, Nepali",Restaurant ,27.716783,85.30947,Grill Oregano Restaurant.jpg,"NPRÂ 221 -
NPRÂ 443"
113,113,114,Thamel Restaurant,"
Since it began in 2008, ThamelRestaurant has been serving authentic Nepali cuisine in typical Nepali atmosphere.Thamel restaurant is the best location for tourist who wish to taste Nepali cuisine and for the local alike whowish to delve in typical Nepali culture and cuisine.
",Thamel,"Kathmandu 00977, ",   Bagmati Zone,+977 985-1052685,7:00 AM - 10:00 PM,"Nepali, Indian, International",Restaurant ,27.713993,85.31125,Thamel Restaurant.jpg,"NPRÂ 554 -
NPRÂ 11,071"
114,114,115,Brezel Cafe & Bar,"
Brezel Cafe & Bar restaurant is the right at the heart of Thamel, Kathmandu Nepal and serve quality food with Eco-friendly service and hygienic dinning experience at reasonable budget range with open kitchen with guest can watch the Nepali instrumental fusion music and special night with acoustic live from the Brezel Live Stage
","J.P. Street,Thamel","Kathmandu 44600, ",   Bagmati Zone,+977 1-4265601,7:00 AM - 11:00 PM,Indian,"Restaurant, Bar, Cafe ",27.713203,85.309856,Brezel Cafe & Bar.jpg,"NPRÂ 221 -
NPRÂ 775"
115,115,116,Shisha Terrace Cafe & Bar,"
Our Story Shisha shares an experience that celebrates the diversity of wonderful Nepalese ingredients cooked with imagination and passion by knowledgeable and professional chef team. Itâ€™s â€œbeliefâ€ of extending genuine taste and hospitality to all the food lovers have always driven them to an amazing dining experience. Shisha Team genuinely believes that Great Service isnâ€™t an accident. Itâ€™s a studied art when performed at the high level it just seems effortless, serving team of Shisha are equipped with great serving skills that has perfected through practice and commitment. Their flawless effort has elevated entire experience of million happy bar hoppers. â€œMUSIC IS THE LANGUAGE OF OUR SOULâ€
",Thamel,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4701104,7:00 AM - 11:00 PM, Nepali,"Restaurant,Bar, Pub",27.715132,85.310335,Shisha Terrace Cafe & Bar.jpg,"NPRÂ 221 -
NPRÂ 775"
116,116,117,Gilingche,"
",Thamel,"Kathmandu 44600, ",   Bagmati Zone,+977 1-4410026,7:00 AM - 11:00 PM,"Asian, Tibetan, Nepali",Restaurant ,27.715259,85.311328,Gilingche.jpg,"NPRÂ 221 -
NPRÂ 775"
